4.637908300000000150e-02	3.654163000000000203e-03	2.000000000000000000e+00
5.447835200000000072e-02	1.346279799999999978e-02	2.000000000000000000e+00
6.417891900000000094e-02	2.070597199999999957e-02	2.000000000000000000e+00
8.077199100000000132e-02	3.462791300000000322e-02	2.000000000000000000e+00
9.328062099999999413e-02	4.243549299999999774e-02	2.000000000000000000e+00
1.126121390000000000e-01	5.450175300000000000e-02	2.000000000000000000e+00
1.319436579999999914e-01	6.656801299999999533e-02	2.000000000000000000e+00
1.489312630000000082e-01	7.479462500000000347e-02	2.000000000000000000e+00
1.642479550000000010e-01	8.316661200000000087e-02	2.000000000000000000e+00
1.824360730000000042e-01	8.213190700000000399e-02	2.000000000000000000e+00
2.033498950000000027e-01	7.967764200000000685e-02	2.000000000000000000e+00
2.192488900000000018e-01	7.352910299999999844e-02	2.000000000000000000e+00
2.383483969999999896e-01	5.811924699999999888e-02	2.000000000000000000e+00
2.577728209999999853e-01	3.459397499999999903e-02	2.000000000000000000e+00
2.474457090000000137e-01	5.570013999999999868e-03	2.000000000000000000e+00
2.417599679999999918e-01	2.021114000000000070e-03	2.000000000000000000e+00
2.275108090000000083e-01	-8.061179999999999388e-03	2.000000000000000000e+00
2.138650310000000110e-01	-1.657853999999999925e-02	2.000000000000000000e+00
1.992213379999999978e-01	-2.096550499999999886e-02	2.000000000000000000e+00
1.795649019999999985e-01	-2.491634800000000136e-02	2.000000000000000000e+00
1.638536760000000037e-01	-2.759300599999999978e-02	2.000000000000000000e+00
1.348447540000000111e-01	-2.668658600000000172e-02	2.000000000000000000e+00
1.198065259999999965e-01	-2.537822299999999837e-02	2.000000000000000000e+00
1.020298530000000037e-01	-2.221417800000000109e-02	2.000000000000000000e+00
7.276562899999999834e-02	-1.077225400000000020e-02	2.000000000000000000e+00
5.559233699999999861e-02	-6.043276000000000203e-03	2.000000000000000000e+00
5.647418399999999672e-02	5.202008000000000153e-03	2.000000000000000000e+00
7.012126000000000470e-02	1.115390699999999936e-02	2.000000000000000000e+00
8.035429500000000613e-02	2.010738800000000034e-02	2.000000000000000000e+00
9.741151700000000302e-02	3.075408799999999887e-02	2.000000000000000000e+00
1.043040219999999962e-01	3.743285500000000099e-02	2.000000000000000000e+00
1.234963079999999991e-01	4.465894100000000061e-02	2.000000000000000000e+00
1.383488499999999954e-01	5.630616799999999672e-02	2.000000000000000000e+00
1.552668389999999898e-01	6.211269299999999660e-02	2.000000000000000000e+00
1.743198930000000035e-01	6.449860300000000157e-02	2.000000000000000000e+00
1.866196740000000132e-01	6.504592100000000654e-02	2.000000000000000000e+00
2.187615770000000126e-01	5.658849099999999771e-02	2.000000000000000000e+00
2.351226379999999949e-01	4.303431600000000301e-02	2.000000000000000000e+00
2.426649780000000034e-01	3.348225099999999760e-02	2.000000000000000000e+00
2.347443386999999992e-01	2.665810999999999875e-02	2.000000000000000000e+00
2.246562930000000069e-01	9.170179999999999998e-03	2.000000000000000000e+00
2.087362190000000006e-01	-7.667400000000000214e-04	2.000000000000000000e+00
1.896135489999999924e-01	-5.572737000000000350e-03	2.000000000000000000e+00
1.399502750000000129e-01	-4.486765999999999671e-03	2.000000000000000000e+00
1.136797989999999980e-01	-5.436027999999999867e-03	2.000000000000000000e+00
9.270052900000000373e-02	2.858939000000000012e-03	2.000000000000000000e+00
