-4.525250000000000106e-01	-8.907049999999999690e-01	2.300500000000000114e-02	1.000000000000000000e+00
6.528500000000000414e-01	-8.458750000000000435e-01	2.108399999999999858e-02	1.000000000000000000e+00
3.979039999999999799e-01	9.134499999999999842e-01	-1.391000000000000092e-03	1.000000000000000000e+00
9.523299999999999821e-02	1.054985999999999979e+00	6.279999999999999992e-03	1.000000000000000000e+00
5.239899999999999558e-01	-9.411040000000000516e-01	3.776199999999999696e-02	1.000000000000000000e+00
-2.629499999999999893e-02	1.004394000000000009e+00	2.179199999999999887e-02	1.000000000000000000e+00
4.245459999999999789e-01	9.081919999999999993e-01	-2.853199999999999834e-02	1.000000000000000000e+00
-9.914309999999999512e-01	-2.748780000000000112e-01	5.108800000000000147e-02	1.000000000000000000e+00
-1.012615000000000043e+00	-3.525600000000000261e-02	3.797999999999999987e-02	1.000000000000000000e+00
-7.304929999999999479e-01	-6.309839999999999893e-01	-3.121700000000000169e-02	1.000000000000000000e+00
8.791470000000000118e-01	3.461150000000000060e-01	4.394300000000000289e-02	1.000000000000000000e+00
-8.454329999999999901e-01	-4.586899999999999866e-01	8.494400000000000561e-02	1.000000000000000000e+00
-3.850729999999999986e-01	9.208950000000000191e-01	5.584999999999999687e-03	1.000000000000000000e+00
2.401669999999999916e-01	8.836519999999999930e-01	4.803899999999999837e-02	1.000000000000000000e+00
1.030955999999999984e+00	-2.602380000000000249e-01	7.270999999999999686e-02	1.000000000000000000e+00
8.711560000000000414e-01	5.018120000000000358e-01	-4.028999999999999942e-02	1.000000000000000000e+00
-1.017576999999999954e+00	-5.560999999999999971e-03	2.779300000000000173e-02	1.000000000000000000e+00
5.919269999999999810e-01	7.867119999999999669e-01	3.608700000000000102e-02	1.000000000000000000e+00
2.968939999999999912e-01	9.459819999999999895e-01	6.624999999999999813e-03	1.000000000000000000e+00
-8.315879999999999939e-01	-4.034079999999999888e-01	5.416399999999999687e-02	1.000000000000000000e+00
6.072729999999999517e-01	-7.823160000000000114e-01	-1.822500000000000162e-02	1.000000000000000000e+00
-7.116700000000000248e-01	-7.390729999999999800e-01	1.252400000000000041e-02	1.000000000000000000e+00
-5.372360000000000468e-01	8.592840000000000478e-01	1.968999999999999830e-03	1.000000000000000000e+00
-8.932130000000000347e-01	-4.196329999999999782e-01	-1.081599999999999923e-02	1.000000000000000000e+00
7.238200000000000189e-02	-9.132109999999999950e-01	4.862199999999999855e-02	1.000000000000000000e+00
5.794310000000000294e-01	8.187210000000000321e-01	-7.590000000000000175e-04	1.000000000000000000e+00
8.662959999999999550e-01	-4.956999999999999740e-01	5.958999999999999887e-03	1.000000000000000000e+00
