-4.822490000000000165e+00	-5.040216999999999814e+01	4.020861000000000018e+00	1.000000000000000000e+00
-4.446012000000000342e+01	2.096467000000000169e+01	-1.149206000000000039e+01	1.000000000000000000e+00
5.000101999999999691e+01	7.807480999999999449e-01	9.134460000000000690e+00	1.000000000000000000e+00
-4.169908000000000214e+01	-2.231006000000000000e+01	1.631411999999999907e+01	1.000000000000000000e+00
4.425241999999999898e+00	-4.666663999999999923e+00	5.022373999999999938e+01	1.000000000000000000e+00
2.726058000000000092e+01	2.338604000000000127e+01	3.506772000000000133e+01	1.000000000000000000e+00
-1.998799999999999955e+01	-6.638055999999999734e+00	4.586818000000000239e+01	1.000000000000000000e+00
4.757039999999999935e+01	-1.571323999999999943e+00	1.587209999999999965e+01	1.000000000000000000e+00
4.187639999999999674e+01	1.083020999999999923e+01	2.464421000000000106e+01	1.000000000000000000e+00
1.585934999999999917e+01	1.468599999999999994e+01	4.409608999999999668e+01	1.000000000000000000e+00
-3.377252000000000010e+01	-3.660114999999999696e+01	3.766671999999999798e+00	1.000000000000000000e+00
3.218304999999999971e+00	-4.484078999999999837e+01	2.252914000000000172e+01	1.000000000000000000e+00
4.314059999999999562e+00	-2.829593000000000025e+00	-5.004402000000000328e+01	1.000000000000000000e+00
2.273310000000000031e+01	-3.376487000000000194e+01	2.855148000000000152e+01	1.000000000000000000e+00
5.453126000000000140e+00	4.356793999999999834e+00	4.895405000000000229e+01	1.000000000000000000e+00
6.473626999999999576e+00	4.940686999999999784e+01	3.539394000000000151e-01	1.000000000000000000e+00
-2.138691000000000031e+01	4.432753999999999905e+01	-9.408566000000000429e+00	1.000000000000000000e+00
3.433926000000000300e+01	-1.168791000000000047e+01	3.482703999999999667e+01	1.000000000000000000e+00
-2.538081000000000031e+00	-4.035179999999999723e+01	2.940644999999999953e+01	1.000000000000000000e+00
1.416784999999999961e+01	-3.562283000000000044e+01	-3.261538000000000181e+01	1.000000000000000000e+00
3.307119000000000142e+01	-2.815822999999999965e+01	-2.345108000000000104e+01	1.000000000000000000e+00
-4.586113999999999891e+01	2.049557000000000073e+00	2.106677000000000177e+01	1.000000000000000000e+00
-4.506056000000000239e+01	1.624831999999999965e+01	1.540648000000000017e+01	1.000000000000000000e+00
1.135567999999999955e+01	-8.953777999999999793e+00	-4.902085999999999899e+01	1.000000000000000000e+00
2.694641999999999982e+01	-3.228737999999999886e+01	2.570605000000000118e+01	1.000000000000000000e+00
2.397625999999999991e+01	4.349893999999999750e+01	8.875033999999999423e+00	1.000000000000000000e+00
-2.261321999999999832e+01	1.120519999999999960e+00	4.384599999999999653e+01	1.000000000000000000e+00
-4.664605000000000246e+01	1.300357999999999947e+01	1.479078999999999944e+01	1.000000000000000000e+00
-4.389159999999999684e+01	-1.832660999999999873e+01	1.900224000000000046e+01	1.000000000000000000e+00
-7.459889999999999688e+00	-1.262892000000000081e+01	-4.842609999999999815e+01	1.000000000000000000e+00
4.877461000000000269e+01	-1.088640999999999970e+01	-9.436040999999999457e-01	1.000000000000000000e+00
-4.572059999999999746e+01	-2.005999999999999872e+01	-9.225777000000000783e+00	1.000000000000000000e+00
-3.163733999999999824e+01	-2.273955000000000126e+01	3.127342000000000155e+01	1.000000000000000000e+00
-4.295418999999999699e+01	2.221346000000000132e+01	1.199868000000000023e+01	1.000000000000000000e+00
7.238982000000000472e-01	-5.390863999999999656e-01	5.049663999999999930e+01	1.000000000000000000e+00
-3.667464999999999975e+01	-1.173223999999999911e+01	3.175296000000000163e+01	1.000000000000000000e+00
-2.696181999999999945e+01	-4.271377999999999986e+01	-4.202611000000000097e+00	1.000000000000000000e+00
-1.254397999999999946e+01	-4.417072999999999894e+01	1.712192999999999898e+01	1.000000000000000000e+00
-3.791277000000000008e+00	1.023479999999999990e+01	4.789529999999999887e+01	1.000000000000000000e+00
-2.104880999999999780e+00	-2.757671999999999901e+00	4.914903000000000333e+01	1.000000000000000000e+00
1.593932000000000038e+01	-4.047240000000000038e+01	2.266676999999999964e+01	1.000000000000000000e+00
2.082794000000000167e+01	2.235718999999999923e+01	3.869671000000000305e+01	1.000000000000000000e+00
3.487015999999999849e+01	2.749710999999999927e+01	2.086705999999999861e+01	1.000000000000000000e+00
7.022448999999999941e+00	1.049432000000000009e+01	-4.806277999999999651e+01	1.000000000000000000e+00
1.693300999999999945e+01	-4.636225999999999914e+01	-1.005663999999999980e+01	1.000000000000000000e+00
4.895566999999999780e+01	-9.864451000000000747e+00	3.758180999999999883e-01	1.000000000000000000e+00
-1.047964999999999947e+01	-2.389418999999999826e+01	4.389175999999999789e+01	1.000000000000000000e+00
